"SAGDP9N Real GDP by state 1/"
"(Millions of chained 2012 dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2006","2007","2008","2009","2010"
"00000","United States","35","    Retail trade",987320.0,955144.0,920134.0,881344.0,900185.0
"00000","United States","36","    Transportation and warehousing",475363.0,471658.0,467444.0,439451.0,460690.0
"00000","United States","37","      Air transportation",78166.0,84386.0,80471.0,79955.0,92393.0
"00000","United States","38","      Rail transportation",43306.0,42252.0,43197.0,38543.0,38254.0
"00000","United States","39","      Water transportation",7674.0,9809.0,11866.0,15029.0,12354.0
"00000","United States","40","      Truck transportation",135494.0,135893.0,125461.0,114725.0,121363.0
"00000","United States","41","      Transit and ground passenger transportation",33373.0,33954.0,34695.0,32562.0,33178.0
"00000","United States","42","      Pipeline transportation",15098.0,16758.0,19898.0,17736.0,21785.0
"00000","United States","43","      Other transportation and support activities",127916.0,113740.0,114023.0,101466.0,101165.0
"00000","United States","44","      Warehousing and storage",40353.0,38112.0,40256.0,39559.0,41012.0
"00000","United States","45","    Information",622766.0,683990.0,727858.0,710075.0,750345.0
"00000","United States","46","      Publishing industries (except Internet)",166897.0,196814.0,191456.0,178888.0,188990.0
"00000","United States","47","      Motion picture and sound recording industries",62575.0,71787.0,75835.0,83974.0,92282.0
"00000","United States","48","      Broadcasting (except Internet) and telecommunications",314263.0,351041.0,377920.0,362127.0,369127.0
"00000","United States","49","      Data processing, hosting, and other information services",79142.0,64741.0,82473.0,84892.0,100015.0
"00000","United States","50","    Finance, insurance, real estate, rental, and leasing",2944390.0,2994054.0,2879268.0,3018935.0,3064263.0
"00000","United States","51","      Finance and insurance",1106932.0,1079257.0,920011.0,1091874.0,1077711.0
"00000","United States","52","        Monetary Authorities- central bank, credit intermediation, and related services",425649.0,405275.0,409745.0,453125.0,443900.0
"00000","United States","53","        Securities, commodity contracts, and other financial investments and related activities",241171.0,196668.0,95215.0,239911.0,232379.0
"00000","United States","54","        Insurance carriers and related activities",400567.0,435668.0,379650.0,385800.0,385245.0
"00000","United States","55","        Funds, trusts, and other financial vehicles",25842.0,31036.0,27339.0,17508.0,20042.0
"00000","United States","56","      Real estate and rental and leasing",1833099.0,1910500.0,1954477.0,1929635.0,1986873.0
"00000","United States","57","        Real estate",1642778.0,1728979.0,1763984.0,1763117.0,1822748.0
"00000","United States","58","        Rental and leasing services and lessors of nonfinancial intangible assets",191571.0,181756.0,190953.0,166537.0,164121.0
"00000","United States","59","    Professional and business services",1712239.0,1768683.0,1852849.0,1735088.0,1807230.0
"00000","United States","60","      Professional, scientific, and technical services",1008624.0,1046538.0,1128380.0,1067064.0,1093022.0
"00000","United States","61","        Legal services",253928.0,256229.0,274503.0,240987.0,222444.0
"00000","United States","62","        Computer systems design and related services",137060.0,155567.0,168633.0,178098.0,198870.0
"00000","United States","63","        Miscellaneous professional, scientific, and technical services",628328.0,642719.0,693570.0,652167.0,673005.0
"00000","United States","64","      Management of companies and enterprises",277303.0,270634.0,272556.0,251907.0,269688.0
"00000","United States","65","      Administrative and support and waste management and remediation services",427391.0,451552.0,452040.0,416344.0,444500.0
"00000","United States","66","        Administrative and support services",389017.0,410311.0,410540.0,375304.0,395050.0
"00000","United States","67","        Waste management and remediation services",37953.0,40879.0,41162.0,40937.0,49578.0
"00000","United States","68","    Educational services, health care, and social assistance",1213725.0,1222873.0,1300869.0,1346960.0,1361090.0
"00000","United States","69","      Educational services",176195.0,178924.0,190518.0,206029.0,212024.0
"00000","United States","70","      Health care and social assistance",1037123.0,1043616.0,1109997.0,1140872.0,1149143.0
"00000","United States","71","        Ambulatory health care services",488245.0,486971.0,521607.0,533359.0,545443.0
"00000","United States","72","        Hospitals",342266.0,349045.0,372634.0,391312.0,385297.0
"00000","United States","73","        Nursing and residential care facilities",117447.0,117133.0,122051.0,122848.0,124719.0
"00000","United States","74","        Social assistance",89366.0,90698.0,93864.0,93561.0,93757.0
"00000","United States","75","    Arts, entertainment, recreation, accommodation, and food services",616042.0,612656.0,599209.0,564525.0,586248.0
"00000","United States","76","      Arts, entertainment, and recreation",149793.0,151492.0,153418.0,151450.0,159057.0
"00000","United States","77","        Performing arts, spectator sports, museums, and related activities",84903.0,83266.0,86717.0,88378.0,90321.0
"00000","United States","78","        Amusement, gambling, and recreation industries",64980.0,68302.0,66755.0,63084.0,68812.0
"00000","United States","79","      Accommodation and food services",466944.0,461695.0,446049.0,413113.0,427207.0
"00000","United States","80","        Accommodation",130619.0,132355.0,127422.0,112648.0,118809.0
"00000","United States","81","        Food services and drinking places",336322.0,328911.0,318268.0,300494.0,308407.0
"00000","United States","82","    Other services (except government and government enterprises)",398004.0,388800.0,374539.0,352640.0,345893.0
"00000","United States","83","  Government and government enterprises",2107229.0,2127701.0,2169142.0,2171582.0,2182444.0
"00000","United States","84","    Federal civilian",368100.3,369525.9,373821.4,382797.0,395192.8
"00000","United States","85","    Military",290721.8,294690.2,307912.4,317280.7,321170.9
"00000","United States","86","    State and local",1449015.0,1464121.0,1487930.0,1471696.0,1466159.0
"00000","United States","","Addenda:","","","","",""
"00000","United States","87","Natural resources and mining",485177.4,491271.8,482988.3,550197.0,499996.1
"00000","United States","88","Trade",1974540.9,1973158.0,1935896.7,1776122.3,1848082.9
"00000","United States","89","Transportation and utilities",704926.0,706417.1,715701.3,674890.6,726136.8
"00000","United States","90","Manufacturing and information",2605666.3,2737005.4,2745743.9,2543510.6,2684807.7
"00000","United States","91","Private goods-producing industries 2/",3243207.0,3290482.0,3166166.0,2954514.0,2979027.0
"00000","United States","92","Private services-providing industries 3/",10165056.0,10340694.0,10380361.0,10176626.0,10488895.0
"01000","Alabama","1","All industry total",185337.0,186499.4,185280.6,178893.4,183014.5
"01000","Alabama","2","  Private industries",154362.2,154424.4,153003.5,146025.0,150462.1
"01000","Alabama","3","    Agriculture, forestry, fishing and hunting",3185.2,2307.6,2251.5,2808.8,2447.2
"01000","Alabama","4","      Farms",2611.8,1747.1,1727.3,2363.7,1950.0
"01000","Alabama","5","      Forestry, fishing, and related activities",669.8,595.8,561.3,539.7,546.1
"01000","Alabama","6","    Mining, quarrying, and oil and gas extraction",3648.4,4017.8,3533.3,3524.0,3194.9
"01000","Alabama","7","      Oil and gas extraction",1549.9,1688.4,1340.0,1338.9,799.9
"01000","Alabama","8","      Mining (except oil and gas)",1805.2,2038.6,2046.1,2076.4,2283.8
"01000","Alabama","9","      Support activities for mining",137.4,137.5,133.8,99.0,106.2
"01000","Alabama","10","    Utilities",4492.9,4684.4,4885.3,4640.9,5320.9
"01000","Alabama","11","    Construction",9336.2,9542.0,8667.4,7563.1,7099.4
"01000","Alabama","12","    Manufacturing",32475.4,31933.6,31856.9,27199.3,29249.3
"01000","Alabama","13","      Durable goods manufacturing",17486.8,17106.9,18272.6,13876.7,16315.0
"01000","Alabama","14","        Wood product manufacturing",1080.9,934.0,782.6,736.7,896.0
"01000","Alabama","15","        Nonmetallic mineral product manufacturing",896.6,1033.8,865.2,727.8,730.5
"01000","Alabama","16","        Primary metal manufacturing",2357.0,2455.6,3716.2,2688.1,2668.8
"01000","Alabama","17","        Fabricated metal product manufacturing",2671.2,2700.0,2782.3,2060.4,2059.7
"01000","Alabama","18","        Machinery manufacturing",1230.8,1191.4,1174.5,986.0,982.6
"01000","Alabama","19","        Computer and electronic product manufacturing",1074.3,1129.5,990.8,1212.6,1215.5
"01000","Alabama","20","        Electrical equipment, appliance, and component manufacturing",892.8,685.8,703.2,638.9,571.7
"01000","Alabama","21","        Motor vehicles, bodies and trailers, and parts manufacturing",3929.2,3648.9,3502.6,1298.7,3017.0
"01000","Alabama","22","        Other transportation equipment manufacturing",2276.2,2412.9,2730.8,2717.4,3165.0
"01000","Alabama","23","        Furniture and related product manufacturing",1191.6,948.1,754.1,535.1,567.2
"01000","Alabama","24","        Miscellaneous manufacturing",482.2,473.9,520.9,455.2,523.7
"01000","Alabama","25","      Nondurable goods manufacturing",15174.8,15044.2,13394.0,13584.1,12974.3
"01000","Alabama","26","        Food and beverage and tobacco product manufacturing",2412.2,2703.4,2557.1,2497.1,2082.2
"01000","Alabama","27","        Textile mills and textile product mills",1096.2,1023.5,783.0,509.1,552.1
"01000","Alabama","28","        Apparel, leather, and allied product manufacturing",812.9,508.4,418.8,250.3,271.7
"01000","Alabama","29","        Paper manufacturing",3417.5,3249.8,2944.5,3086.9,2829.8
"01000","Alabama","30","        Printing and related support activities",300.3,269.2,258.3,198.9,159.7
"01000","Alabama","31","        Petroleum and coal products manufacturing",1855.6,2051.1,1906.9,2072.4,1566.6
"01000","Alabama","32","        Chemical manufacturing",3441.7,3475.3,2972.7,3334.1,3798.7
"01000","Alabama","33","        Plastics and rubber products manufacturing",1145.0,1239.6,1103.9,1280.4,1241.6
"01000","Alabama","34","    Wholesale trade",11554.0,11733.8,11894.1,10456.2,10754.9
"01000","Alabama","35","    Retail trade",13952.3,13616.7,13161.8,12532.0,12645.8
"01000","Alabama","36","    Transportation and warehousing",5053.5,5039.1,5031.9,4728.0,4919.9
"01000","Alabama","37","      Air transportation",120.6,140.5,144.7,131.6,177.0
"01000","Alabama","38","      Rail transportation",745.9,734.1,728.7,655.4,668.5
"01000","Alabama","39","      Water transportation",86.4,177.7,284.0,356.7,354.1
"01000","Alabama","40","      Truck transportation",2440.5,2342.6,2098.9,1855.2,1996.3
"01000","Alabama","41","      Transit and ground passenger transportation",101.2,105.3,114.5,106.5,116.9
"01000","Alabama","42","      Pipeline transportation",145.8,151.0,180.9,184.6,163.2
"01000","Alabama","43","      Other transportation and support activities",1208.7,1104.3,1112.5,1026.7,1003.4
"01000","Alabama","44","      Warehousing and storage",382.3,381.8,411.9,419.5,444.0
"01000","Alabama","45","    Information",4984.2,4721.4,4932.9,4562.2,4549.7
"01000","Alabama","46","      Publishing industries (except Internet)",960.5,1158.8,1148.9,1080.3,1040.1
"01000","Alabama","47","      Motion picture and sound recording industries",64.4,78.3,87.5,94.7,99.4
"01000","Alabama","48","      Broadcasting (except Internet) and telecommunications",3708.1,3280.4,3413.8,3136.0,3052.2
"01000","Alabama","49","      Data processing, hosting, and other information services",226.9,203.7,281.2,250.7,357.8
"01000","Alabama","50","    Finance, insurance, real estate, rental, and leasing",26476.8,27223.8,26085.1,27672.6,28768.5
"01000","Alabama","51","      Finance and insurance",10203.5,9974.4,8161.6,9616.8,9711.7
"01000","Alabama","52","        Monetary Authorities- central bank, credit intermediation, and related services",5705.0,5527.4,4123.1,5238.0,5542.7
"01000","Alabama","53","        Securities, commodity contracts, and other financial investments and related activities",592.4,484.6,289.1,719.6,682.7
"01000","Alabama","54","        Insurance carriers and related activities",3681.6,3732.8,3611.3,3579.9,3434.1
"01000","Alabama","55","        Funds, trusts, and other financial vehicles",152.8,169.3,125.4,85.1,61.5
"01000","Alabama","56","      Real estate and rental and leasing",16246.8,17230.9,17909.1,18081.6,19066.1
"01000","Alabama","57","        Real estate",14024.5,15091.3,15789.5,16378.6,17426.1
"01000","Alabama","58","        Rental and leasing services and lessors of nonfinancial intangible assets",2249.4,2154.4,2129.9,1703.6,1640.1
"01000","Alabama","59","    Professional and business services",15414.1,15930.9,16839.6,16560.9,17305.4
"01000","Alabama","60","      Professional, scientific, and technical services",9872.8,10116.0,10946.2,10929.3,10941.1
"01000","Alabama","61","        Legal services",2293.0,2312.7,2527.0,2410.1,2178.7
"01000","Alabama","62","        Computer systems design and related services",1399.0,1638.5,1951.7,2190.1,2331.8
"01000","Alabama","63","        Miscellaneous professional, scientific, and technical services",6304.9,6251.3,6538.2,6362.8,6437.2
"01000","Alabama","64","      Management of companies and enterprises",1514.5,1530.7,1497.0,1535.5,1689.0
"01000","Alabama","65","      Administrative and support and waste management and remediation services",4034.1,4288.3,4399.1,4102.3,4675.7
"01000","Alabama","66","        Administrative and support services",3720.9,3843.7,3954.2,3648.1,3976.8
"01000","Alabama","67","        Waste management and remediation services",294.5,438.1,437.2,449.9,701.7
"01000","Alabama","68","    Educational services, health care, and social assistance",13303.5,13224.6,13810.9,14129.7,14239.3
"01000","Alabama","69","      Educational services",1015.7,1069.4,1069.0,1176.1,1212.9
"01000","Alabama","70","      Health care and social assistance",12283.6,12154.4,12738.7,12953.4,13027.1
"01000","Alabama","71","        Ambulatory health care services",7114.1,6993.9,7444.7,7652.7,7726.2
"01000","Alabama","72","        Hospitals",3037.0,3058.7,3121.0,3152.7,3132.0
"01000","Alabama","73","        Nursing and residential care facilities",1398.0,1390.7,1456.1,1445.1,1472.8
"01000","Alabama","74","        Social assistance",737.3,714.7,719.0,704.1,696.6
"01000","Alabama","75","    Arts, entertainment, recreation, accommodation, and food services",5303.1,5269.4,5081.8,4871.7,5014.7
"01000","Alabama","76","      Arts, entertainment, and recreation",632.7,641.7,641.4,641.7,644.6
"01000","Alabama","77","        Performing arts, spectator sports, museums, and related activities",245.8,229.7,240.0,250.5,228.0
"01000","Alabama","78","        Amusement, gambling, and recreation industries",387.1,412.2,401.5,391.1,417.1
"01000","Alabama","79","      Accommodation and food services",4673.6,4629.7,4441.0,4229.6,4369.9
"01000","Alabama","80","        Accommodation",799.9,741.8,679.6,648.6,689.9
"01000","Alabama","81","        Food services and drinking places",3862.9,3884.1,3761.8,3581.3,3680.1
"01000","Alabama","82","    Other services (except government and government enterprises)",5502.7,5355.5,5178.2,4957.6,4975.9
"01000","Alabama","83","  Government and government enterprises",30893.1,32031.0,32245.2,32862.5,32547.9
"01000","Alabama","84","    Federal civilian",7336.0,7356.7,7196.8,7574.1,7682.0
"01000","Alabama","85","    Military",3866.1,3987.5,4166.8,4427.7,4362.8
"01000","Alabama","86","    State and local",19689.1,20694.7,20891.2,20863.7,20504.4
"01000","Alabama","","Addenda:","","","","",""
"01000","Alabama","87","Natural resources and mining",6807.1,6360.3,5796.8,6276.9,5601.7
"01000","Alabama","88","Trade",25529.1,25355.1,25040.4,22989.0,23400.7
"01000","Alabama","89","Transportation and utilities",9490.1,9674.6,9872.0,9328.9,10227.8
"01000","Alabama","90","Manufacturing and information",37474.9,36646.9,36807.1,31810.0,33824.4
"01000","Alabama","91","Private goods-producing industries 2/",48631.3,47897.8,46340.8,40990.8,41972.9
"01000","Alabama","92","Private services-providing industries 3/",105844.4,106630.0,106754.6,105032.6,108478.5
"02000","Alaska","1","All industry total",48538.5,51144.0,50891.0,55910.6,54219.0
"02000","Alaska","2","  Private industries",39367.7,41951.2,41619.7,46319.1,44576.2
"02000","Alaska","3","    Agriculture, forestry, fishing and hunting",433.6,368.7,415.6,416.6,471.1
"02000","Alaska","4","      Farms",30.8,20.7,17.8,27.2,21.9
"02000","Alaska","5","      Forestry, fishing, and related activities",406.3,349.7,399.1,392.8,450.4
"02000","Alaska","6","    Mining, quarrying, and oil and gas extraction",13767.7,15384.7,14244.3,18597.9,15507.9
"02000","Alaska","7","      Oil and gas extraction",10520.7,11612.6,10852.4,15035.7,11450.2
"02000","Alaska","8","      Mining (except oil and gas)",2138.5,2676.3,1856.1,1944.3,2292.8
"02000","Alaska","9","      Support activities for mining",1387.4,1521.6,1748.9,1715.4,1839.7
"02000","Alaska","10","    Utilities",519.4,518.3,560.6,569.7,629.4
"02000","Alaska","11","    Construction",2247.0,2212.8,2147.8,2220.5,2225.0
"02000","Alaska","12","    Manufacturing",1826.6,1956.9,1868.7,1868.8,1316.5
"02000","Alaska","13","      Durable goods manufacturing",164.0,182.7,191.0,187.2,173.5
"02000","Alaska","14","        Wood product manufacturing",12.1,17.9,21.4,18.6,12.6
"02000","Alaska","15","        Nonmetallic mineral product manufacturing",62.9,62.9,60.5,56.2,49.8
"02000","Alaska","16","        Primary metal manufacturing",1.1,3.2,3.2,4.3,3.5
"02000","Alaska","17","        Fabricated metal product manufacturing",39.8,41.9,44.4,40.3,37.3
"02000","Alaska","18","        Machinery manufacturing",7.1,8.7,9.9,12.4,12.1
"02000","Alaska","19","        Computer and electronic product manufacturing",5.9,6.7,9.1,11.7,13.7
"02000","Alaska","20","        Electrical equipment, appliance, and component manufacturing",5.2,6.3,4.6,4.2,3.0
"02000","Alaska","21","        Motor vehicles, bodies and trailers, and parts manufacturing",2.0,2.2,1.8,1.2,3.3
"02000","Alaska","22","        Other transportation equipment manufacturing",9.3,13.9,16.0,18.9,19.2
"02000","Alaska","23","        Furniture and related product manufacturing",11.1,10.0,9.0,8.0,8.0
"02000","Alaska","24","        Miscellaneous manufacturing",9.5,9.8,11.2,11.0,10.2
"02000","Alaska","25","      Nondurable goods manufacturing",1689.7,1801.2,1699.1,1704.3,1147.5
"02000","Alaska","26","        Food and beverage and tobacco product manufacturing",774.1,826.0,708.3,791.3,598.5
"02000","Alaska","27","        Textile mills and textile product mills",6.6,7.0,6.3,6.4,6.4
"02000","Alaska","28","        Apparel, leather, and allied product manufacturing",0.3,0.2,0.3,0.2,0.3
"02000","Alaska","29","        Paper manufacturing",1.3,1.7,1.4,1.3,1.1
"02000","Alaska","30","        Printing and related support activities",21.0,21.1,23.6,22.2,21.4
"02000","Alaska","31","        Petroleum and coal products manufacturing",1020.4,1094.0,1145.6,1021.7,532.8
"02000","Alaska","32","        Chemical manufacturing",43.4,41.1,19.1,8.9,9.3
"02000","Alaska","33","        Plastics and rubber products manufacturing",12.3,13.8,13.6,15.7,14.0
"02000","Alaska","34","    Wholesale trade",1170.2,1237.5,1252.8,1087.3,1181.5
"02000","Alaska","35","    Retail trade",2121.2,2069.8,2039.3,2074.0,2107.3
"02000","Alaska","36","    Transportation and warehousing",4639.2,5091.8,5709.8,5180.0,5847.4
"02000","Alaska","37","      Air transportation",723.5,825.6,783.1,760.6,724.9
"02000","Alaska","38","      Rail transportation",0.0,0.0,0.0,0.0,0.0
"02000","Alaska","39","      Water transportation",104.7,129.3,155.3,212.5,210.5
"02000","Alaska","40","      Truck transportation",307.9,321.7,298.7,308.5,320.8
"02000","Alaska","41","      Transit and ground passenger transportation",127.4,127.8,135.5,123.1,127.5
"02000","Alaska","42","      Pipeline transportation",2529.2,2877.6,3510.7,2894.7,3601.2
"02000","Alaska","43","      Other transportation and support activities",850.9,805.7,835.6,840.5,832.5
"02000","Alaska","44","      Warehousing and storage",27.8,27.6,31.9,31.6,34.8
"02000","Alaska","45","    Information",1006.7,1059.5,1128.3,1065.7,1110.1
"02000","Alaska","46","      Publishing industries (except Internet)",114.9,130.4,126.0,111.4,97.9
"02000","Alaska","47","      Motion picture and sound recording industries",10.1,14.0,12.1,25.4,22.6
"02000","Alaska","48","      Broadcasting (except Internet) and telecommunications",848.0,891.5,942.7,875.5,913.4
"02000","Alaska","49","      Data processing, hosting, and other information services",34.0,24.2,48.2,54.3,76.5
"02000","Alaska","50","    Finance, insurance, real estate, rental, and leasing",4534.1,4739.1,4803.1,5189.5,5560.6
"02000","Alaska","51","      Finance and insurance",1236.2,1188.5,1110.7,1240.5,1157.1
"02000","Alaska","52","        Monetary Authorities- central bank, credit intermediation, and related services",573.1,612.1,622.6,823.3,736.1
"02000","Alaska","53","        Securities, commodity contracts, and other financial investments and related activities",75.4,62.6,37.4,77.2,75.2
"02000","Alaska","54","        Insurance carriers and related activities",523.8,385.6,315.2,315.6,315.5
"02000","Alaska","55","        Funds, trusts, and other financial vehicles",66.5,140.1,146.7,29.2,34.3
"02000","Alaska","56","      Real estate and rental and leasing",3305.5,3560.1,3702.1,3960.5,4405.1
"02000","Alaska","57","        Real estate",2877.6,3105.3,3198.8,3394.0,3840.5
"02000","Alaska","58","        Rental and leasing services and lessors of nonfinancial intangible assets",426.7,453.0,503.0,566.7,564.5
"02000","Alaska","59","    Professional and business services",2547.4,2704.4,3015.4,3127.0,3345.0
"02000","Alaska","60","      Professional, scientific, and technical services",1474.4,1565.2,1800.4,1858.4,1964.1
"02000","Alaska","61","        Legal services",207.8,214.8,236.5,214.5,200.1
"02000","Alaska","62","        Computer systems design and related services",82.6,91.4,105.4,137.6,162.7
"02000","Alaska","63","        Miscellaneous professional, scientific, and technical services",1193.1,1267.4,1467.2,1509.6,1601.5
"02000","Alaska","64","      Management of companies and enterprises",302.5,287.4,301.6,310.0,333.0
"02000","Alaska","65","      Administrative and support and waste management and remediation services",772.4,852.0,913.6,958.6,1047.7
"02000","Alaska","66","        Administrative and support services",640.1,689.4,741.0,753.2,784.1
"02000","Alaska","67","        Waste management and remediation services",128.3,160.2,169.9,204.4,264.2
"02000","Alaska","68","    Educational services, health care, and social assistance",2716.4,2720.4,2867.7,3025.4,3157.4
"02000","Alaska","69","      Educational services",170.4,167.1,166.4,172.0,181.5
"02000","Alaska","70","      Health care and social assistance",2547.0,2554.1,2701.7,2853.7,2976.2
"02000","Alaska","71","        Ambulatory health care services",1251.5,1227.9,1296.0,1359.0,1427.4
"02000","Alaska","72","        Hospitals",790.2,853.5,902.2,958.9,977.2
"02000","Alaska","73","        Nursing and residential care facilities",122.6,114.8,126.1,138.0,158.1
"02000","Alaska","74","        Social assistance",383.1,358.4,378.0,398.6,414.1
"02000","Alaska","75","    Arts, entertainment, recreation, accommodation, and food services",1540.7,1561.8,1657.6,1518.2,1533.8
"02000","Alaska","76","      Arts, entertainment, and recreation",205.6,220.2,224.1,220.6,229.9
"02000","Alaska","77","        Performing arts, spectator sports, museums, and related activities",77.1,75.2,77.9,76.7,79.5
"02000","Alaska","78","        Amusement, gambling, and recreation industries",128.5,145.0,146.2,143.8,150.4
"02000","Alaska","79","      Accommodation and food services",1336.0,1341.9,1434.1,1297.8,1304.0
"02000","Alaska","80","        Accommodation",498.8,529.7,601.2,450.5,466.0
"02000","Alaska","81","        Food services and drinking places",839.0,810.2,826.3,847.7,838.2
"02000","Alaska","82","    Other services (except government and government enterprises)",855.7,827.9,790.6,784.1,783.7
"02000","Alaska","83","  Government and government enterprises",9258.3,9243.6,9342.1,9597.7,9643.2
"02000","Alaska","84","    Federal civilian",1973.7,2000.7,1977.4,1968.6,2035.1
"02000","Alaska","85","    Military",2203.3,2220.8,2297.0,2416.8,2350.3
"02000","Alaska","86","    State and local",5081.3,5020.2,5065.6,5210.1,5255.9
"02000","Alaska","","Addenda:","","","","",""
"02000","Alaska","87","Natural resources and mining",14184.6,15751.4,14639.3,19004.0,15976.4
"02000","Alaska","88","Trade",3293.7,3305.2,3288.6,3161.7,3288.9
"02000","Alaska","89","Transportation and utilities",5150.2,5591.2,6246.4,5738.5,6461.9
"02000","Alaska","90","Manufacturing and information",2743.3,2916.8,2918.7,2847.0,2406.1
"02000","Alaska","91","Private goods-producing industries 2/",17990.7,19662.0,18383.4,22911.9,19418.0
"02000","Alaska","92","Private services-providing industries 3/",21623.8,22485.1,23755.1,23612.5,25231.4
"04000","Arizona","1","All industry total",277189.0,284811.7,277357.6,254906.9,257396.9
"04000","Arizona","2","  Private industries",239629.9,246568.8,238182.1,217775.2,219590.6
"04000","Arizona","3","    Agriculture, forestry, fishing and hunting",2856.5,2616.4,2007.3,1979.3,2160.3
"04000","Arizona","4","      Farms",2187.2,1954.0,1398.9,1391.8,1622.7
"04000","Arizona","5","      Forestry, fishing, and related activities",640.7,624.5,567.6,550.1,528.5
"04000","Arizona","6","    Mining, quarrying, and oil and gas extraction",7066.3,7269.0,6872.3,5759.7,6604.1
"04000","Arizona","7","      Oil and gas extraction",0.8,0.9,1.2,4.1,4.5
"04000","Arizona","8","      Mining (except oil and gas)",7048.1,7252.2,6803.0,5663.2,6496.8
"04000","Arizona","9","      Support activities for mining",38.8,38.3,77.5,94.5,105.4
"04000","Arizona","10","    Utilities",4786.8,5218.1,5463.0,5281.6,5757.9
"04000","Arizona","11","    Construction",23816.7,23019.8,18392.9,12106.0,10226.7
"04000","Arizona","12","    Manufacturing",20914.3,23632.3,23521.0,20394.2,22294.1
"04000","Arizona","13","      Durable goods manufacturing",16651.4,18476.1,18698.7,15591.5,17684.3
"04000","Arizona","14","        Wood product manufacturing",362.7,336.5,292.9,218.0,165.6
"04000","Arizona","15","        Nonmetallic mineral product manufacturing",1205.8,1465.1,948.4,568.4,579.7
"04000","Arizona","16","        Primary metal manufacturing",581.7,871.3,492.7,685.4,482.9
"04000","Arizona","17","        Fabricated metal product manufacturing",1682.7,1732.5,1732.8,1238.9,1247.9
"04000","Arizona","18","        Machinery manufacturing",724.6,801.8,699.5,637.2,823.0
"04000","Arizona","19","        Computer and electronic product manufacturing",5919.0,5978.6,7184.7,6415.1,7541.4
