"SAGDP9N Real GDP by state 1/"
"(Millions of chained 2012 dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","1997","1998","1999","2000"
"02000","Alaska","30","        Printing and related support activities",17.5,17.3,17.8,18.6
"02000","Alaska","31","        Petroleum and coal products manufacturing",1003.2,2022.4,1144.2,1097.6
"02000","Alaska","32","        Chemical manufacturing",34.8,35.7,38.9,36.3
"02000","Alaska","33","        Plastics and rubber products manufacturing",5.9,4.2,4.5,4.4
"02000","Alaska","34","    Wholesale trade",894.1,967.6,984.3,993.0
"02000","Alaska","35","    Retail trade",1764.7,1850.8,1896.5,1856.4
"02000","Alaska","36","    Transportation and warehousing",3781.5,4444.5,4554.8,4214.3
"02000","Alaska","37","      Air transportation",833.4,843.9,802.9,683.6
"02000","Alaska","38","      Rail transportation",0.0,0.0,0.0,0.0
"02000","Alaska","39","      Water transportation",60.9,58.8,52.4,64.0
"02000","Alaska","40","      Truck transportation",224.6,231.8,227.3,232.0
"02000","Alaska","41","      Transit and ground passenger transportation",108.3,113.9,127.4,129.9
"02000","Alaska","42","      Pipeline transportation",2148.1,2740.6,2951.6,2639.3
"02000","Alaska","43","      Other transportation and support activities",569.6,614.3,585.8,627.3
"02000","Alaska","44","      Warehousing and storage",16.8,33.4,22.5,15.6
"02000","Alaska","45","    Information",510.4,557.6,589.5,652.0
"02000","Alaska","46","      Publishing industries (except Internet)",73.5,85.4,93.7,71.1
"02000","Alaska","47","      Motion picture and sound recording industries",8.8,12.0,14.9,13.5
"02000","Alaska","48","      Broadcasting (except Internet) and telecommunications",408.4,444.3,473.4,556.8
"02000","Alaska","49","      Data processing, hosting, and other information services",24.9,22.4,13.4,6.7
"02000","Alaska","50","    Finance, insurance, real estate, rental, and leasing",4005.8,3955.7,4142.4,4263.9
"02000","Alaska","51","      Finance and insurance",1022.8,1083.4,1102.5,1160.9
"02000","Alaska","52","        Monetary Authorities- central bank, credit intermediation, and related services",487.7,526.1,549.6,534.1
"02000","Alaska","53","        Securities, commodity contracts, and other financial investments and related activities",225.0,213.4,202.3,234.8
"02000","Alaska","54","        Insurance carriers and related activities",262.7,288.1,293.6,354.8
"02000","Alaska","55","        Funds, trusts, and other financial vehicles",53.0,70.9,73.7,56.4
"02000","Alaska","56","      Real estate and rental and leasing",2998.4,2875.8,3047.3,3108.5
"02000","Alaska","57","        Real estate",2801.6,2658.3,2808.1,2860.4
"02000","Alaska","58","        Rental and leasing services and lessors of nonfinancial intangible assets",184.0,205.6,227.1,235.9
"02000","Alaska","59","    Professional and business services",2069.6,2006.0,2009.8,2021.4
"02000","Alaska","60","      Professional, scientific, and technical services",1134.8,1142.1,1138.3,1133.2
"02000","Alaska","61","        Legal services",256.5,242.6,240.3,238.0
"02000","Alaska","62","        Computer systems design and related services",30.8,36.4,35.3,38.3
"02000","Alaska","63","        Miscellaneous professional, scientific, and technical services",894.0,900.9,900.7,892.0
"02000","Alaska","64","      Management of companies and enterprises",316.6,297.8,307.1,321.6
"02000","Alaska","65","      Administrative and support and waste management and remediation services",635.9,584.4,584.7,589.4
"02000","Alaska","66","        Administrative and support services",536.7,472.1,467.7,462.7
"02000","Alaska","67","        Waste management and remediation services",92.1,109.2,114.6,126.0
"02000","Alaska","68","    Educational services, health care, and social assistance",1600.8,1621.2,1686.4,1850.1
"02000","Alaska","69","      Educational services",142.9,140.6,154.8,155.7
"02000","Alaska","70","      Health care and social assistance",1463.6,1485.7,1538.4,1699.8
"02000","Alaska","71","        Ambulatory health care services",698.3,697.5,725.3,808.8
"02000","Alaska","72","        Hospitals",469.1,485.5,491.7,557.0
"02000","Alaska","73","        Nursing and residential care facilities",64.6,71.4,77.6,85.5
"02000","Alaska","74","        Social assistance",229.2,231.2,243.7,247.3
"02000","Alaska","75","    Arts, entertainment, recreation, accommodation, and food services",1202.0,1220.1,1290.1,1369.8
"02000","Alaska","76","      Arts, entertainment, and recreation",190.3,160.3,164.8,172.7
"02000","Alaska","77","        Performing arts, spectator sports, museums, and related activities",53.5,55.4,63.2,65.1
"02000","Alaska","78","        Amusement, gambling, and recreation industries",133.8,103.9,101.3,107.2
"02000","Alaska","79","      Accommodation and food services",1011.1,1060.7,1126.5,1198.5
"02000","Alaska","80","        Accommodation",358.5,322.4,350.6,359.1
"02000","Alaska","81","        Food services and drinking places",656.5,747.8,785.0,850.8
"02000","Alaska","82","    Other services (except government and government enterprises)",952.6,961.5,967.3,971.5
"02000","Alaska","83","  Government and government enterprises",8472.1,8395.7,8299.5,8352.1
"02000","Alaska","84","    Federal civilian",1960.7,1971.1,1917.8,1993.6
"02000","Alaska","85","    Military",1400.6,1414.7,1401.9,1426.5
"02000","Alaska","86","    State and local",5128.9,5025.2,4995.9,4946.1
"02000","Alaska","","Addenda:","","","",""
"02000","Alaska","87","Natural resources and mining",17203.0,12847.3,11584.7,9718.9
"02000","Alaska","88","Trade",2664.0,2822.5,2885.3,2852.3
"02000","Alaska","89","Transportation and utilities",4325.3,4957.1,5152.1,4809.8
"02000","Alaska","90","Manufacturing and information",2005.5,2404.8,2088.7,2046.7
"02000","Alaska","91","Private goods-producing industries 2/",19861.9,16770.0,14944.4,13010.7
"02000","Alaska","92","Private services-providing industries 3/",17152.6,17915.7,18540.4,18677.1
"04000","Arizona","1","All industry total",168372.2,182983.5,198002.1,207774.8
"04000","Arizona","2","  Private industries",139856.9,153178.9,167371.2,176440.8
"04000","Arizona","3","    Agriculture, forestry, fishing and hunting",1903.6,2185.5,2309.7,2550.8
"04000","Arizona","4","      Farms",1565.0,1810.0,1927.4,2207.9
"04000","Arizona","5","      Forestry, fishing, and related activities",365.6,409.1,421.9,414.5
"04000","Arizona","6","    Mining, quarrying, and oil and gas extraction",4632.6,4430.9,4735.6,4924.4
"04000","Arizona","7","      Oil and gas extraction",9.1,15.4,10.6,7.3
"04000","Arizona","8","      Mining (except oil and gas)",4573.4,4393.8,4699.5,4862.2
"04000","Arizona","9","      Support activities for mining",39.0,28.5,30.6,43.5
"04000","Arizona","10","    Utilities",4219.7,4029.8,4837.5,4986.3
"04000","Arizona","11","    Construction",13781.8,15336.3,16282.2,17288.2
"04000","Arizona","12","    Manufacturing",10635.0,12399.0,14762.2,15657.7
"04000","Arizona","13","      Durable goods manufacturing",7747.8,9292.6,11178.7,12033.8
"04000","Arizona","14","        Wood product manufacturing",249.9,300.9,275.3,263.1
"04000","Arizona","15","        Nonmetallic mineral product manufacturing",681.4,725.7,878.7,862.4
"04000","Arizona","16","        Primary metal manufacturing",403.1,426.9,466.5,551.2
"04000","Arizona","17","        Fabricated metal product manufacturing",1759.1,1892.5,1672.3,1900.7
"04000","Arizona","18","        Machinery manufacturing",776.7,718.8,699.7,795.8
"04000","Arizona","19","        Computer and electronic product manufacturing",1682.0,2205.7,2664.1,3446.6
"04000","Arizona","20","        Electrical equipment, appliance, and component manufacturing",232.2,203.3,220.1,248.0
"04000","Arizona","21","        Motor vehicles, bodies and trailers, and parts manufacturing",317.7,340.2,306.7,306.6
"04000","Arizona","22","        Other transportation equipment manufacturing",4072.9,4298.5,6607.5,4190.3
"04000","Arizona","23","        Furniture and related product manufacturing",419.7,502.8,497.1,503.3
"04000","Arizona","24","        Miscellaneous manufacturing",589.1,563.6,628.3,661.0
"04000","Arizona","25","      Nondurable goods manufacturing",3956.0,3788.7,4207.8,4046.2
"04000","Arizona","26","        Food and beverage and tobacco product manufacturing",1149.3,1096.3,1298.1,1377.7
"04000","Arizona","27","        Textile mills and textile product mills",81.8,75.5,76.7,80.2
"04000","Arizona","28","        Apparel, leather, and allied product manufacturing",39.6,43.0,33.5,44.1
"04000","Arizona","29","        Paper manufacturing",339.2,329.1,330.2,311.4
"04000","Arizona","30","        Printing and related support activities",355.1,361.4,334.0,338.6
"04000","Arizona","31","        Petroleum and coal products manufacturing",71.3,102.7,85.6,105.9
"04000","Arizona","32","        Chemical manufacturing",1367.9,1245.0,1489.7,1318.3
"04000","Arizona","33","        Plastics and rubber products manufacturing",479.1,467.4,527.4,440.7
"04000","Arizona","34","    Wholesale trade",10300.3,11617.6,12209.4,12972.7
"04000","Arizona","35","    Retail trade",12453.8,13996.3,14725.3,15696.9
"04000","Arizona","36","    Transportation and warehousing",6090.1,6481.1,6707.3,6463.0
"04000","Arizona","37","      Air transportation",2574.1,2576.4,2569.4,1976.0
"04000","Arizona","38","      Rail transportation",527.3,569.9,617.8,725.3
"04000","Arizona","39","      Water transportation",0.9,2.7,1.1,1.1
"04000","Arizona","40","      Truck transportation",1396.0,1457.5,1531.3,1616.7
"04000","Arizona","41","      Transit and ground passenger transportation",326.6,361.2,420.9,423.6
"04000","Arizona","42","      Pipeline transportation",33.7,58.7,73.3,56.0
"04000","Arizona","43","      Other transportation and support activities",1101.3,1229.0,1259.5,1410.3
"04000","Arizona","44","      Warehousing and storage",211.5,277.0,285.5,317.0
"04000","Arizona","45","    Information",3566.2,4118.2,4506.5,4602.2
"04000","Arizona","46","      Publishing industries (except Internet)",941.6,994.0,1222.2,1194.3
"04000","Arizona","47","      Motion picture and sound recording industries",120.6,192.4,251.5,141.2
"04000","Arizona","48","      Broadcasting (except Internet) and telecommunications",2163.8,2444.0,2588.7,2937.4
"04000","Arizona","49","      Data processing, hosting, and other information services",320.4,462.0,449.3,281.7
"04000","Arizona","50","    Finance, insurance, real estate, rental, and leasing",33055.5,35712.1,39493.2,41321.2
"04000","Arizona","51","      Finance and insurance",10063.7,11655.5,13197.6,13634.8
"04000","Arizona","52","        Monetary Authorities- central bank, credit intermediation, and related services",4672.6,5586.3,6957.8,6406.8
"04000","Arizona","53","        Securities, commodity contracts, and other financial investments and related activities",692.9,736.2,843.6,1097.7
"04000","Arizona","54","        Insurance carriers and related activities",4616.4,5188.4,5178.0,6037.9
