"SAGDP2N Gross domestic product (GDP) by state 1/"
"(Millions of current dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2001","2002","2003","2004"
"01000","Alabama","16","        Primary metal manufacturing",1254.1,1497.8,1342.1,2120.4
"01000","Alabama","17","        Fabricated metal product manufacturing",1614.6,1608.3,1699.7,1865.4
"01000","Alabama","18","        Machinery manufacturing",848.3,695.7,491.9,779.1
"01000","Alabama","19","        Computer and electronic product manufacturing",996.7,1037.9,1136.4,1621.9
"01000","Alabama","20","        Electrical equipment, appliance, and component manufacturing",634.8,603.9,666.0,632.8
"01000","Alabama","21","        Motor vehicles, bodies and trailers, and parts manufacturing",1976.6,2374.5,2829.6,3481.4
"01000","Alabama","22","        Other transportation equipment manufacturing",1189.7,1207.1,1179.3,1396.4
"01000","Alabama","23","        Furniture and related product manufacturing",685.4,711.2,638.4,753.8
"01000","Alabama","24","        Miscellaneous manufacturing",381.0,402.4,353.8,404.1
"01000","Alabama","25","      Nondurable goods manufacturing",9937.1,9434.2,9720.2,11323.3
"01000","Alabama","26","        Food and beverage and tobacco product manufacturing",1791.7,1837.8,1844.5,1827.9
"01000","Alabama","27","        Textile mills and textile product mills",1496.7,1434.7,998.1,1393.7
"01000","Alabama","28","        Apparel, leather, and allied product manufacturing",695.0,572.6,661.3,649.4
"01000","Alabama","29","        Paper manufacturing",2475.6,2140.6,1952.3,2571.8
"01000","Alabama","30","        Printing and related support activities",338.6,373.9,363.6,329.7
"01000","Alabama","31","        Petroleum and coal products manufacturing",367.8,464.1,666.6,1183.0
"01000","Alabama","32","        Chemical manufacturing",1719.7,1597.9,2247.0,2462.1
"01000","Alabama","33","        Plastics and rubber products manufacturing",1052.0,1012.5,986.8,905.6
"01000","Alabama","34","    Wholesale trade",7230.9,7241.3,7502.9,8150.8
"01000","Alabama","35","    Retail trade",9435.4,9832.0,10376.5,10802.1
"01000","Alabama","36","    Transportation and warehousing",3233.1,3251.0,3426.6,3824.9
"01000","Alabama","37","      Air transportation",53.0,67.6,74.9,74.4
"01000","Alabama","38","      Rail transportation",373.8,365.9,399.0,441.1
"01000","Alabama","39","      Water transportation",57.5,50.7,86.0,111.2
"01000","Alabama","40","      Truck transportation",1721.8,1711.8,1780.2,1941.7
"01000","Alabama","41","      Transit and ground passenger transportation",57.4,61.3,66.0,72.8
"01000","Alabama","42","      Pipeline transportation",64.4,68.5,71.6,76.1
"01000","Alabama","43","      Other transportation and support activities",644.3,672.7,671.2,792.4
"01000","Alabama","44","      Warehousing and storage",260.8,252.5,277.6,315.1
"01000","Alabama","45","    Information",4209.1,4517.5,4361.3,4794.6
"01000","Alabama","46","      Publishing industries (except Internet)",497.6,625.4,724.9,888.6
"01000","Alabama","47","      Motion picture and sound recording industries",103.5,94.0,71.6,72.0
"01000","Alabama","48","      Broadcasting (except Internet) and telecommunications",3434.4,3535.1,3352.0,3612.1
"01000","Alabama","49","      Data processing, hosting, and other information services",173.6,263.0,212.8,222.0
"01000","Alabama","50","    Finance, insurance, real estate, rental, and leasing",20293.9,22169.4,22314.0,23457.9
"01000","Alabama","51","      Finance and insurance",7462.0,8572.5,8977.9,9615.1
"01000","Alabama","52","        Monetary Authorities- central bank, credit intermediation, and related services",4677.7,5747.5,6047.5,6641.1
"01000","Alabama","53","        Securities, commodity contracts, and other financial investments and related activities",459.0,446.0,415.2,415.1
"01000","Alabama","54","        Insurance carriers and related activities",2304.5,2351.1,2482.3,2520.5
"01000","Alabama","55","        Funds, trusts, and other financial vehicles",20.7,27.8,32.9,38.5
"01000","Alabama","56","      Real estate and rental and leasing",12832.0,13596.9,13336.1,13842.8
"01000","Alabama","57","        Real estate",11495.3,12159.6,11883.7,12437.9
"01000","Alabama","58","        Rental and leasing services and lessors of nonfinancial intangible assets",1336.7,1437.3,1452.4,1404.9
"01000","Alabama","59","    Professional and business services",9459.6,10156.8,11250.5,12202.8
"01000","Alabama","60","      Professional, scientific, and technical services",6189.7,6696.6,7401.4,7956.1
"01000","Alabama","61","        Legal services",1436.8,1490.0,1670.4,1778.7
"01000","Alabama","62","        Computer systems design and related services",1069.4,1164.3,1235.9,1323.8
"01000","Alabama","63","        Miscellaneous professional, scientific, and technical services",3683.5,4042.2,4495.1,4853.7
"01000","Alabama","64","      Management of companies and enterprises",681.6,722.7,900.0,1050.7
"01000","Alabama","65","      Administrative and support and waste management and remediation services",2588.3,2737.5,2949.1,3196.0
"01000","Alabama","66","        Administrative and support services",2376.5,2517.0,2696.3,2947.2
"01000","Alabama","67","        Waste management and remediation services",211.8,220.5,252.8,248.8
"01000","Alabama","68","    Educational services, health care, and social assistance",8394.2,9002.9,9375.6,10133.4
"01000","Alabama","69","      Educational services",586.3,614.6,667.5,765.1
"01000","Alabama","70","      Health care and social assistance",7807.9,8388.3,8708.2,9368.3
"01000","Alabama","71","        Ambulatory health care services",4526.4,4765.7,5002.6,5359.1
"01000","Alabama","72","        Hospitals",1980.5,2195.7,2174.2,2406.1
"01000","Alabama","73","        Nursing and residential care facilities",821.1,890.5,951.5,1030.7
"01000","Alabama","74","        Social assistance",479.9,536.4,579.7,572.4
"01000","Alabama","75","    Arts, entertainment, recreation, accommodation, and food services",3272.0,3419.0,3553.8,3702.6
"01000","Alabama","76","      Arts, entertainment, and recreation",437.8,466.3,485.9,494.3
"01000","Alabama","77","        Performing arts, spectator sports, museums, and related activities",180.9,201.3,209.5,199.8
"01000","Alabama","78","        Amusement, gambling, and recreation industries",256.9,265.0,276.3,294.5
"01000","Alabama","79","      Accommodation and food services",2834.2,2952.7,3067.9,3208.2
"01000","Alabama","80","        Accommodation",486.5,498.3,491.0,514.3
"01000","Alabama","81","        Food services and drinking places",2347.7,2454.4,2576.9,2693.9
"01000","Alabama","82","    Other services (except government and government enterprises)",3330.9,3546.6,3622.0,3978.9
"01000","Alabama","83","  Government and government enterprises",19843.6,21283.7,22601.6,23800.7
"01000","Alabama","84","    Federal civilian",4526.0,5257.9,5537.9,5791.4
"01000","Alabama","85","    Military",2029.2,2287.5,2623.3,2938.1
"01000","Alabama","86","    State and local",13288.4,13738.3,14440.5,15071.1
"01000","Alabama","","Addenda:","","","",""
"01000","Alabama","87","Natural resources and mining",3368.6,2795.8,3763.1,4885.9
"01000","Alabama","88","Trade",16666.3,17073.3,17879.4,18952.9
"01000","Alabama","89","Transportation and utilities",6805.2,6694.6,7049.3,7738.6
"01000","Alabama","90","Manufacturing and information",25401.0,25767.1,26105.3,31202.9
"01000","Alabama","91","Private goods-producing industries 2/",30760.5,30253.8,31961.8,38124.3
"01000","Alabama","92","Private services-providing industries 3/",72431.1,76580.0,79405.9,84961.8
"02000","Alaska","1","All industry total",28455.4,29633.4,31789.7,34987.9
"02000","Alaska","2","  Private industries",22534.0,23230.3,24971.9,27869.6
"02000","Alaska","3","    Agriculture, forestry, fishing and hunting",353.6,312.3,336.0,304.1
"02000","Alaska","4","      Farms",28.0,27.7,19.3,20.3
"02000","Alaska","5","      Forestry, fishing, and related activities",325.5,284.6,316.8,283.8
"02000","Alaska","6","    Mining, quarrying, and oil and gas extraction",4037.3,4560.3,5219.6,7247.7
"02000","Alaska","7","      Oil and gas extraction",2871.7,3653.8,4301.6,6124.7
"02000","Alaska","8","      Mining (except oil and gas)",282.0,251.4,310.1,458.1
"02000","Alaska","9","      Support activities for mining",883.6,655.1,607.9,664.9
"02000","Alaska","10","    Utilities",412.5,397.4,409.1,446.6
"02000","Alaska","11","    Construction",1430.3,1543.7,1713.5,1842.6
"02000","Alaska","12","    Manufacturing",947.3,918.6,1101.2,1222.0
"02000","Alaska","13","      Durable goods manufacturing",111.5,112.3,127.7,136.8
"02000","Alaska","14","        Wood product manufacturing",20.6,11.6,9.6,11.4
"02000","Alaska","15","        Nonmetallic mineral product manufacturing",42.2,45.4,57.6,58.0
"02000","Alaska","16","        Primary metal manufacturing",0.9,0.9,1.3,2.4
"02000","Alaska","17","        Fabricated metal product manufacturing",23.2,23.7,26.8,28.9
"02000","Alaska","18","        Machinery manufacturing",3.4,6.9,5.8,4.9
"02000","Alaska","19","        Computer and electronic product manufacturing",3.1,3.7,4.3,4.8
"02000","Alaska","20","        Electrical equipment, appliance, and component manufacturing",0.8,0.9,1.6,2.7
"02000","Alaska","21","        Motor vehicles, bodies and trailers, and parts manufacturing",1.0,1.2,1.3,1.7
"02000","Alaska","22","        Other transportation equipment manufacturing",5.2,6.1,6.1,6.9
"02000","Alaska","23","        Furniture and related product manufacturing",4.6,4.8,5.6,6.7
"02000","Alaska","24","        Miscellaneous manufacturing",6.6,7.3,7.9,8.3
"02000","Alaska","25","      Nondurable goods manufacturing",835.8,806.3,973.5,1085.3
"02000","Alaska","26","        Food and beverage and tobacco product manufacturing",364.9,347.6,372.5,428.8
"02000","Alaska","27","        Textile mills and textile product mills",1.4,3.1,2.4,5.0
"02000","Alaska","28","        Apparel, leather, and allied product manufacturing",0.3,0.2,0.4,0.3
"02000","Alaska","29","        Paper manufacturing",0.7,0.4,0.4,0.4
"02000","Alaska","30","        Printing and related support activities",22.0,22.1,22.8,21.7
"02000","Alaska","31","        Petroleum and coal products manufacturing",392.7,380.7,525.7,584.5
"02000","Alaska","32","        Chemical manufacturing",45.5,44.0,41.3,35.8
"02000","Alaska","33","        Plastics and rubber products manufacturing",8.4,8.2,8.0,8.7
"02000","Alaska","34","    Wholesale trade",718.5,719.0,733.1,811.0
"02000","Alaska","35","    Retail trade",1647.9,1748.4,1821.1,1773.5
"02000","Alaska","36","    Transportation and warehousing",3696.8,3071.4,3180.6,3338.1
"02000","Alaska","37","      Air transportation",468.3,534.6,587.2,676.4
"02000","Alaska","38","      Rail transportation",0.0,0.0,0.0,0.0
"02000","Alaska","39","      Water transportation",101.9,94.0,122.3,135.6
"02000","Alaska","40","      Truck transportation",192.6,205.9,216.5,233.9
"02000","Alaska","41","      Transit and ground passenger transportation",69.6,71.7,81.6,90.0
"02000","Alaska","42","      Pipeline transportation",2423.1,1712.2,1717.2,1710.4
"02000","Alaska","43","      Other transportation and support activities",426.3,441.7,432.9,466.3
"02000","Alaska","44","      Warehousing and storage",15.1,11.3,22.9,25.5
"02000","Alaska","45","    Information",764.8,826.7,875.2,975.9
"02000","Alaska","46","      Publishing industries (except Internet)",76.6,95.9,104.5,114.6
"02000","Alaska","47","      Motion picture and sound recording industries",13.7,20.1,13.4,19.3
"02000","Alaska","48","      Broadcasting (except Internet) and telecommunications",663.5,685.6,728.7,811.7
"02000","Alaska","49","      Data processing, hosting, and other information services",11.0,25.1,28.6,30.3
"02000","Alaska","50","    Finance, insurance, real estate, rental, and leasing",3589.0,3780.4,3977.3,3938.0
"02000","Alaska","51","      Finance and insurance",911.0,996.0,1154.0,1037.8
"02000","Alaska","52","        Monetary Authorities- central bank, credit intermediation, and related services",478.7,536.6,549.7,543.8
"02000","Alaska","53","        Securities, commodity contracts, and other financial investments and related activities",90.2,51.0,46.3,46.0
"02000","Alaska","54","        Insurance carriers and related activities",280.5,349.0,480.5,389.4
"02000","Alaska","55","        Funds, trusts, and other financial vehicles",61.5,59.4,77.4,58.6
"02000","Alaska","56","      Real estate and rental and leasing",2678.0,2784.5,2823.3,2900.3
"02000","Alaska","57","        Real estate",2455.1,2511.1,2523.6,2604.7
"02000","Alaska","58","        Rental and leasing services and lessors of nonfinancial intangible assets",222.9,273.4,299.7,295.6
"02000","Alaska","59","    Professional and business services",1772.4,1863.8,1897.4,2019.8
"02000","Alaska","60","      Professional, scientific, and technical services",986.7,1075.7,1120.0,1201.3
"02000","Alaska","61","        Legal services",139.4,145.3,151.3,157.3
"02000","Alaska","62","        Computer systems design and related services",60.3,58.1,77.8,83.7
"02000","Alaska","63","        Miscellaneous professional, scientific, and technical services",786.9,872.4,890.9,960.4
"02000","Alaska","64","      Management of companies and enterprises",243.4,217.4,180.0,194.7
"02000","Alaska","65","      Administrative and support and waste management and remediation services",542.3,570.6,597.5,623.8
"02000","Alaska","66","        Administrative and support services",438.7,447.3,484.0,522.4
"02000","Alaska","67","        Waste management and remediation services",103.6,123.3,113.4,101.4
"02000","Alaska","68","    Educational services, health care, and social assistance",1575.0,1737.2,1925.8,2118.1
"02000","Alaska","69","      Educational services",109.9,118.4,124.4,131.9
"02000","Alaska","70","      Health care and social assistance",1465.1,1618.8,1801.4,1986.3
"02000","Alaska","71","        Ambulatory health care services",689.7,780.9,876.9,975.5
"02000","Alaska","72","        Hospitals",484.8,516.3,548.7,592.6
"02000","Alaska","73","        Nursing and residential care facilities",73.6,81.5,94.1,101.1
"02000","Alaska","74","        Social assistance",217.1,240.0,281.7,317.0
"02000","Alaska","75","    Arts, entertainment, recreation, accommodation, and food services",986.4,1089.1,1138.6,1177.4
"02000","Alaska","76","      Arts, entertainment, and recreation",124.8,137.6,152.4,164.8
"02000","Alaska","77","        Performing arts, spectator sports, museums, and related activities",51.9,58.9,65.2,62.1
"02000","Alaska","78","        Amusement, gambling, and recreation industries",72.9,78.7,87.2,102.8
"02000","Alaska","79","      Accommodation and food services",861.5,951.5,986.3,1012.6
"02000","Alaska","80","        Accommodation",294.1,320.4,327.0,361.4
"02000","Alaska","81","        Food services and drinking places",567.5,631.1,659.3,651.2
"02000","Alaska","82","    Other services (except government and government enterprises)",602.2,662.2,643.2,654.5
"02000","Alaska","83","  Government and government enterprises",5921.4,6403.1,6817.8,7118.2
"02000","Alaska","84","    Federal civilian",1378.5,1444.0,1558.0,1661.3
"02000","Alaska","85","    Military",1051.3,1232.2,1356.8,1485.3
"02000","Alaska","86","    State and local",3491.5,3726.9,3903.0,3971.6
"02000","Alaska","","Addenda:","","","",""
"02000","Alaska","87","Natural resources and mining",4390.9,4872.6,5555.6,7551.9
"02000","Alaska","88","Trade",2366.3,2467.4,2554.2,2584.5
"02000","Alaska","89","Transportation and utilities",4109.4,3468.8,3589.7,3784.8
"02000","Alaska","90","Manufacturing and information",1712.2,1745.3,1976.4,2198.0
"02000","Alaska","91","Private goods-producing industries 2/",6768.5,7334.8,8370.4,10616.5
"02000","Alaska","92","Private services-providing industries 3/",15765.5,15895.5,16601.5,17253.1
"04000","Arizona","1","All industry total",171480.5,179475.6,192764.8,205390.5
"04000","Arizona","2","  Private industries",148729.1,155273.1,166834.6,177852.2
"04000","Arizona","3","    Agriculture, forestry, fishing and hunting",1518.2,1598.9,1615.1,2192.4
"04000","Arizona","4","      Farms",1123.8,1196.8,1197.5,1765.4
"04000","Arizona","5","      Forestry, fishing, and related activities",394.4,402.1,417.7,427.0
"04000","Arizona","6","    Mining, quarrying, and oil and gas extraction",1286.7,1239.7,1395.2,1927.4
"04000","Arizona","7","      Oil and gas extraction",0.5,0.6,0.6,0.4
"04000","Arizona","8","      Mining (except oil and gas)",1268.2,1218.7,1377.7,1911.6
"04000","Arizona","9","      Support activities for mining",17.9,20.4,16.9,15.4
"04000","Arizona","10","    Utilities",3506.2,3383.5,3522.0,3833.5
"04000","Arizona","11","    Construction",10926.9,11266.1,12181.1,14270.8
"04000","Arizona","12","    Manufacturing",22221.2,22328.6,25641.7,21529.4
"04000","Arizona","13","      Durable goods manufacturing",19300.8,19565.4,23032.0,18909.2
"04000","Arizona","14","        Wood product manufacturing",329.9,277.9,329.8,386.4
"04000","Arizona","15","        Nonmetallic mineral product manufacturing",637.0,630.5,672.9,747.8
"04000","Arizona","16","        Primary metal manufacturing",438.1,373.0,448.2,543.7
"04000","Arizona","17","        Fabricated metal product manufacturing",1285.2,1369.8,1227.8,1489.6
"04000","Arizona","18","        Machinery manufacturing",531.0,547.1,607.0,576.2
"04000","Arizona","19","        Computer and electronic product manufacturing",8689.2,11797.2,14486.7,10677.5
"04000","Arizona","20","        Electrical equipment, appliance, and component manufacturing",170.1,193.7,221.2,148.7
"04000","Arizona","21","        Motor vehicles, bodies and trailers, and parts manufacturing",398.7,390.7,378.5,384.4
"04000","Arizona","22","        Other transportation equipment manufacturing",5748.9,2911.2,3611.7,2913.9
"04000","Arizona","23","        Furniture and related product manufacturing",433.3,354.4,344.2,393.0
"04000","Arizona","24","        Miscellaneous manufacturing",639.4,719.8,703.8,648.0
"04000","Arizona","25","      Nondurable goods manufacturing",2920.3,2763.2,2609.7,2620.2
"04000","Arizona","26","        Food and beverage and tobacco product manufacturing",977.0,1094.7,1133.0,966.1
"04000","Arizona","27","        Textile mills and textile product mills",64.9,81.3,77.2,131.0
"04000","Arizona","28","        Apparel, leather, and allied product manufacturing",39.3,38.0,32.3,23.0
"04000","Arizona","29","        Paper manufacturing",202.6,202.2,196.6,230.2
"04000","Arizona","30","        Printing and related support activities",339.7,384.5,363.1,401.5
"04000","Arizona","31","        Petroleum and coal products manufacturing",26.1,25.3,45.2,96.9
"04000","Arizona","32","        Chemical manufacturing",810.9,478.0,392.9,419.7
"04000","Arizona","33","        Plastics and rubber products manufacturing",459.8,459.3,369.5,351.8
"04000","Arizona","34","    Wholesale trade",10018.0,10111.7,10713.8,11827.0
"04000","Arizona","35","    Retail trade",13717.1,14273.2,15321.1,16419.3
"04000","Arizona","36","    Transportation and warehousing",4429.4,4676.7,5027.3,5795.5
"04000","Arizona","37","      Air transportation",1241.8,1380.5,1544.1,1890.9
"04000","Arizona","38","      Rail transportation",398.0,383.8,433.7,490.7
"04000","Arizona","39","      Water transportation",6.2,6.2,7.1,8.0
"04000","Arizona","40","      Truck transportation",1254.5,1316.4,1372.2,1524.4
"04000","Arizona","41","      Transit and ground passenger transportation",275.0,287.6,286.4,305.2
"04000","Arizona","42","      Pipeline transportation",36.3,42.9,43.1,47.1
"04000","Arizona","43","      Other transportation and support activities",900.0,902.4,935.4,1087.9
"04000","Arizona","44","      Warehousing and storage",317.6,356.9,405.2,441.3
"04000","Arizona","45","    Information",5592.6,6458.0,6376.6,6648.8
"04000","Arizona","46","      Publishing industries (except Internet)",916.6,1179.5,1285.8,1550.8
"04000","Arizona","47","      Motion picture and sound recording industries",222.8,301.4,199.4,283.5
"04000","Arizona","48","      Broadcasting (except Internet) and telecommunications",3935.7,3994.2,3953.7,3779.9
"04000","Arizona","49","      Data processing, hosting, and other information services",517.5,982.8,937.8,1034.7
